image_id,file_name,segment_id,category_id,gt_name,candidate_labels,thing_or_stuff,scores,pred,hit,area,bbox,score_gt,score_other,score_unknown,score_none,top1_score,top2_score,margin,area_bin_q
42628,000000042628.jpg,11,31,handbag,"['handbag', 'other', 'unknown', 'none']",thing,"{'gt': 0.2147216796875, 'other': 0.2208251953125, 'unknown': 0.2252197265625, 'none': 0.2083740234375}",unknown,False,133,"[0, 0, 0, 0]",0.2147216796875,0.2208251953125,0.2252197265625,0.2083740234375,0.2252197265625,0.2208251953125,0.00439453125,Q1(smallest)
50145,000000050145.jpg,10,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2158203125, 'other': 0.2249755859375, 'unknown': 0.2142333984375, 'none': 0.2081298828125}",other,False,200,"[0, 0, 0, 0]",0.2158203125,0.2249755859375,0.2142333984375,0.2081298828125,0.2249755859375,0.2158203125,0.0091552734375,Q1(smallest)
8211,000000008211.jpg,16,44,bottle,"['bottle', 'other', 'unknown', 'none']",thing,"{'gt': 0.1962890625, 'other': 0.2220458984375, 'unknown': 0.224853515625, 'none': 0.21337890625}",unknown,False,146,"[0, 0, 0, 0]",0.1962890625,0.2220458984375,0.224853515625,0.21337890625,0.224853515625,0.2220458984375,0.0028076171875,Q1(smallest)
8211,000000008211.jpg,15,62,chair,"['chair', 'other', 'unknown', 'none']",thing,"{'gt': 0.22216796875, 'other': 0.2220458984375, 'unknown': 0.2247314453125, 'none': 0.21337890625}",unknown,False,385,"[0, 0, 0, 0]",0.22216796875,0.2220458984375,0.2247314453125,0.21337890625,0.2247314453125,0.22216796875,0.0025634765625,Q1(smallest)
50145,000000050145.jpg,5,130,light,"['light', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2080078125, 'other': 0.2247314453125, 'unknown': 0.212646484375, 'none': 0.2098388671875}",other,False,377,"[0, 0, 0, 0]",0.2080078125,0.2247314453125,0.212646484375,0.2098388671875,0.2247314453125,0.212646484375,0.0120849609375,Q1(smallest)
47585,000000047585.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2213134765625, 'other': 0.224609375, 'unknown': 0.20166015625, 'none': 0.205322265625}",other,False,12130,"[0, 0, 0, 0]",0.2213134765625,0.224609375,0.20166015625,0.205322265625,0.224609375,0.2213134765625,0.0032958984375,Q3
7977,000000007977.jpg,3,199,wall-other-merged,"['wall-other-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2138671875, 'other': 0.224609375, 'unknown': 0.2158203125, 'none': 0.215576171875}",other,False,3940,"[0, 0, 0, 0]",0.2138671875,0.224609375,0.2158203125,0.215576171875,0.224609375,0.2158203125,0.0087890625,Q3
8211,000000008211.jpg,14,31,handbag,"['handbag', 'other', 'unknown', 'none']",thing,"{'gt': 0.2139892578125, 'other': 0.2215576171875, 'unknown': 0.224365234375, 'none': 0.213134765625}",unknown,False,855,"[0, 0, 0, 0]",0.2139892578125,0.2215576171875,0.224365234375,0.213134765625,0.224365234375,0.2215576171875,0.0028076171875,Q2
50380,000000050380.jpg,5,184,tree-merged,"['tree-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.201904296875, 'other': 0.224365234375, 'unknown': 0.2154541015625, 'none': 0.2061767578125}",other,False,10684,"[0, 0, 0, 0]",0.201904296875,0.224365234375,0.2154541015625,0.2061767578125,0.224365234375,0.2154541015625,0.0089111328125,Q3
35682,000000035682.jpg,2,199,wall-other-merged,"['wall-other-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.20361328125, 'other': 0.224365234375, 'unknown': 0.21044921875, 'none': 0.20751953125}",other,False,1280,"[0, 0, 0, 0]",0.20361328125,0.224365234375,0.21044921875,0.20751953125,0.224365234375,0.21044921875,0.013916015625,Q2
8211,000000008211.jpg,13,2,bicycle,"['bicycle', 'other', 'unknown', 'none']",thing,"{'gt': 0.223388671875, 'other': 0.2215576171875, 'unknown': 0.2242431640625, 'none': 0.212890625}",unknown,False,668,"[0, 0, 0, 0]",0.223388671875,0.2215576171875,0.2242431640625,0.212890625,0.2242431640625,0.223388671875,0.0008544921875,Q2
47585,000000047585.jpg,9,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2200927734375, 'other': 0.2239990234375, 'unknown': 0.2027587890625, 'none': 0.20654296875}",other,False,472,"[0, 0, 0, 0]",0.2200927734375,0.2239990234375,0.2027587890625,0.20654296875,0.2239990234375,0.2200927734375,0.00390625,Q1(smallest)
35682,000000035682.jpg,17,62,chair,"['chair', 'other', 'unknown', 'none']",thing,"{'gt': 0.2152099609375, 'other': 0.2237548828125, 'unknown': 0.208740234375, 'none': 0.206298828125}",other,False,1337,"[0, 0, 0, 0]",0.2152099609375,0.2237548828125,0.208740234375,0.206298828125,0.2237548828125,0.2152099609375,0.008544921875,Q2
35682,000000035682.jpg,22,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2012939453125, 'other': 0.2237548828125, 'unknown': 0.2099609375, 'none': 0.20703125}",other,False,2537,"[0, 0, 0, 0]",0.2012939453125,0.2237548828125,0.2099609375,0.20703125,0.2237548828125,0.2099609375,0.0137939453125,Q2
8211,000000008211.jpg,7,185,fence-merged,"['fence-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.21923828125, 'other': 0.22119140625, 'unknown': 0.2236328125, 'none': 0.212890625}",unknown,False,1509,"[0, 0, 0, 0]",0.21923828125,0.22119140625,0.2236328125,0.212890625,0.2236328125,0.22119140625,0.00244140625,Q2
42628,000000042628.jpg,8,36,snowboard,"['snowboard', 'other', 'unknown', 'none']",thing,"{'gt': 0.218505859375, 'other': 0.2200927734375, 'unknown': 0.2236328125, 'none': 0.2073974609375}",unknown,False,691,"[0, 0, 0, 0]",0.218505859375,0.2200927734375,0.2236328125,0.2073974609375,0.2236328125,0.2200927734375,0.0035400390625,Q2
50145,000000050145.jpg,8,28,umbrella,"['umbrella', 'other', 'unknown', 'none']",thing,"{'gt': 0.2197265625, 'other': 0.2236328125, 'unknown': 0.211181640625, 'none': 0.2099609375}",other,False,745,"[0, 0, 0, 0]",0.2197265625,0.2236328125,0.211181640625,0.2099609375,0.2236328125,0.2197265625,0.00390625,Q2
19042,000000019042.jpg,5,125,gravel,"['gravel', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2122802734375, 'other': 0.2236328125, 'unknown': 0.2174072265625, 'none': 0.2098388671875}",other,False,1270,"[0, 0, 0, 0]",0.2122802734375,0.2236328125,0.2174072265625,0.2098388671875,0.2236328125,0.2174072265625,0.0062255859375,Q2
42628,000000042628.jpg,9,31,handbag,"['handbag', 'other', 'unknown', 'none']",thing,"{'gt': 0.2156982421875, 'other': 0.22021484375, 'unknown': 0.2235107421875, 'none': 0.208251953125}",unknown,False,318,"[0, 0, 0, 0]",0.2156982421875,0.22021484375,0.2235107421875,0.208251953125,0.2235107421875,0.22021484375,0.0032958984375,Q1(smallest)
35682,000000035682.jpg,7,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.20068359375, 'other': 0.2235107421875, 'unknown': 0.2100830078125, 'none': 0.2066650390625}",other,False,2064,"[0, 0, 0, 0]",0.20068359375,0.2235107421875,0.2100830078125,0.2066650390625,0.2235107421875,0.2100830078125,0.013427734375,Q2
14226,000000014226.jpg,9,62,chair,"['chair', 'other', 'unknown', 'none']",thing,"{'gt': 0.21337890625, 'other': 0.2230224609375, 'unknown': 0.207275390625, 'none': 0.2030029296875}",other,False,101,"[0, 0, 0, 0]",0.21337890625,0.2230224609375,0.207275390625,0.2030029296875,0.2230224609375,0.21337890625,0.0096435546875,Q1(smallest)
14226,000000014226.jpg,1,199,wall-other-merged,"['wall-other-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.211669921875, 'other': 0.222900390625, 'unknown': 0.2071533203125, 'none': 0.202880859375}",other,False,99,"[0, 0, 0, 0]",0.211669921875,0.222900390625,0.2071533203125,0.202880859375,0.222900390625,0.211669921875,0.01123046875,Q1(smallest)
13177,000000013177.jpg,5,100,cardboard,"['cardboard', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2156982421875, 'other': 0.22265625, 'unknown': 0.20751953125, 'none': 0.205078125}",other,False,592,"[0, 0, 0, 0]",0.2156982421875,0.22265625,0.20751953125,0.205078125,0.22265625,0.2156982421875,0.0069580078125,Q2
42628,000000042628.jpg,13,3,car,"['car', 'other', 'unknown', 'none']",thing,"{'gt': 0.1971435546875, 'other': 0.2183837890625, 'unknown': 0.2225341796875, 'none': 0.20654296875}",unknown,False,2608,"[0, 0, 0, 0]",0.1971435546875,0.2183837890625,0.2225341796875,0.20654296875,0.2225341796875,0.2183837890625,0.004150390625,Q3
42628,000000042628.jpg,4,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.208984375, 'other': 0.2156982421875, 'unknown': 0.222412109375, 'none': 0.205810546875}",unknown,False,3043,"[0, 0, 0, 0]",0.208984375,0.2156982421875,0.222412109375,0.205810546875,0.222412109375,0.2156982421875,0.0067138671875,Q3
8211,000000008211.jpg,6,112,door-stuff,"['door-stuff', 'other', 'unknown', 'none']",stuff,"{'gt': 0.211181640625, 'other': 0.2178955078125, 'unknown': 0.22216796875, 'none': 0.2100830078125}",unknown,False,13609,"[0, 0, 0, 0]",0.211181640625,0.2178955078125,0.22216796875,0.2100830078125,0.22216796875,0.2178955078125,0.0042724609375,Q3
50145,000000050145.jpg,2,181,window-other,"['window-other', 'other', 'unknown', 'none']",stuff,"{'gt': 0.211181640625, 'other': 0.2220458984375, 'unknown': 0.2159423828125, 'none': 0.2100830078125}",other,False,2592,"[0, 0, 0, 0]",0.211181640625,0.2220458984375,0.2159423828125,0.2100830078125,0.2220458984375,0.2159423828125,0.006103515625,Q3
51938,000000051938.jpg,6,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.209228515625, 'other': 0.2220458984375, 'unknown': 0.2158203125, 'none': 0.20361328125}",other,False,165,"[0, 0, 0, 0]",0.209228515625,0.2220458984375,0.2158203125,0.20361328125,0.2220458984375,0.2158203125,0.0062255859375,Q1(smallest)
56545,000000056545.jpg,1,187,sky-other-merged,"['sky-other-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.21337890625, 'other': 0.2220458984375, 'unknown': 0.2052001953125, 'none': 0.2020263671875}",other,False,243,"[0, 0, 0, 0]",0.21337890625,0.2220458984375,0.2052001953125,0.2020263671875,0.2220458984375,0.21337890625,0.0086669921875,Q1(smallest)
51938,000000051938.jpg,7,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.209228515625, 'other': 0.2218017578125, 'unknown': 0.215576171875, 'none': 0.2034912109375}",other,False,85,"[0, 0, 0, 0]",0.209228515625,0.2218017578125,0.215576171875,0.2034912109375,0.2218017578125,0.215576171875,0.0062255859375,Q1(smallest)
18150,000000018150.jpg,11,27,backpack,"['backpack', 'other', 'unknown', 'none']",thing,"{'gt': 0.18896484375, 'other': 0.2218017578125, 'unknown': 0.2080078125, 'none': 0.2010498046875}",other,False,1612,"[0, 0, 0, 0]",0.18896484375,0.2218017578125,0.2080078125,0.2010498046875,0.2218017578125,0.2080078125,0.0137939453125,Q2
7977,000000007977.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2144775390625, 'other': 0.2216796875, 'unknown': 0.2159423828125, 'none': 0.2108154296875}",other,False,14063,"[0, 0, 0, 0]",0.2144775390625,0.2216796875,0.2159423828125,0.2108154296875,0.2216796875,0.2159423828125,0.0057373046875,Q3
21167,000000021167.jpg,12,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.210693359375, 'other': 0.2216796875, 'unknown': 0.203857421875, 'none': 0.20166015625}",other,False,155,"[0, 0, 0, 0]",0.210693359375,0.2216796875,0.203857421875,0.20166015625,0.2216796875,0.210693359375,0.010986328125,Q1(smallest)
39477,000000039477.jpg,24,84,book,"['book', 'other', 'unknown', 'none']",thing,"{'gt': 0.2178955078125, 'other': 0.2215576171875, 'unknown': 0.21337890625, 'none': 0.19970703125}",other,False,337,"[0, 0, 0, 0]",0.2178955078125,0.2215576171875,0.21337890625,0.19970703125,0.2215576171875,0.2178955078125,0.003662109375,Q1(smallest)
40083,000000040083.jpg,16,44,bottle,"['bottle', 'other', 'unknown', 'none']",thing,"{'gt': 0.209228515625, 'other': 0.221435546875, 'unknown': 0.216552734375, 'none': 0.209228515625}",other,False,426,"[0, 0, 0, 0]",0.209228515625,0.221435546875,0.216552734375,0.209228515625,0.221435546875,0.216552734375,0.0048828125,Q1(smallest)
42628,000000042628.jpg,5,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2113037109375, 'other': 0.21630859375, 'unknown': 0.221435546875, 'none': 0.20654296875}",unknown,False,2083,"[0, 0, 0, 0]",0.2113037109375,0.21630859375,0.221435546875,0.20654296875,0.221435546875,0.21630859375,0.005126953125,Q2
51938,000000051938.jpg,5,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.208740234375, 'other': 0.221435546875, 'unknown': 0.2152099609375, 'none': 0.2030029296875}",other,False,306,"[0, 0, 0, 0]",0.208740234375,0.221435546875,0.2152099609375,0.2030029296875,0.221435546875,0.2152099609375,0.0062255859375,Q1(smallest)
21167,000000021167.jpg,14,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.210205078125, 'other': 0.221435546875, 'unknown': 0.20361328125, 'none': 0.2012939453125}",other,False,141,"[0, 0, 0, 0]",0.210205078125,0.221435546875,0.20361328125,0.2012939453125,0.221435546875,0.210205078125,0.01123046875,Q1(smallest)
7977,000000007977.jpg,1,187,sky-other-merged,"['sky-other-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2169189453125, 'other': 0.2213134765625, 'unknown': 0.2138671875, 'none': 0.207763671875}",other,False,8351,"[0, 0, 0, 0]",0.2169189453125,0.2213134765625,0.2138671875,0.207763671875,0.2213134765625,0.2169189453125,0.00439453125,Q3
21167,000000021167.jpg,15,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.2098388671875, 'other': 0.2213134765625, 'unknown': 0.20361328125, 'none': 0.201171875}",other,False,151,"[0, 0, 0, 0]",0.2098388671875,0.2213134765625,0.20361328125,0.201171875,0.2213134765625,0.2098388671875,0.011474609375,Q1(smallest)
47740,000000047740.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2115478515625, 'other': 0.22119140625, 'unknown': 0.213134765625, 'none': 0.2059326171875}",other,False,702,"[0, 0, 0, 0]",0.2115478515625,0.22119140625,0.213134765625,0.2059326171875,0.22119140625,0.213134765625,0.008056640625,Q2
21167,000000021167.jpg,13,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.2103271484375, 'other': 0.22119140625, 'unknown': 0.2034912109375, 'none': 0.201171875}",other,False,149,"[0, 0, 0, 0]",0.2103271484375,0.22119140625,0.2034912109375,0.201171875,0.22119140625,0.2103271484375,0.0108642578125,Q1(smallest)
50380,000000050380.jpg,2,181,window-other,"['window-other', 'other', 'unknown', 'none']",stuff,"{'gt': 0.210205078125, 'other': 0.2210693359375, 'unknown': 0.214599609375, 'none': 0.203369140625}",other,False,24295,"[0, 0, 0, 0]",0.210205078125,0.2210693359375,0.214599609375,0.203369140625,0.2210693359375,0.214599609375,0.0064697265625,Q4(largest)
50165,000000050165.jpg,3,151,roof,"['roof', 'other', 'unknown', 'none']",stuff,"{'gt': 0.1959228515625, 'other': 0.2210693359375, 'unknown': 0.2015380859375, 'none': 0.2017822265625}",other,False,243,"[0, 0, 0, 0]",0.1959228515625,0.2210693359375,0.2015380859375,0.2017822265625,0.2210693359375,0.2017822265625,0.019287109375,Q1(smallest)
9590,000000009590.jpg,19,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.2186279296875, 'other': 0.220947265625, 'unknown': 0.203125, 'none': 0.198974609375}",other,False,243,"[0, 0, 0, 0]",0.2186279296875,0.220947265625,0.203125,0.198974609375,0.220947265625,0.2186279296875,0.0023193359375,Q1(smallest)
25181,000000025181.jpg,13,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2025146484375, 'other': 0.220947265625, 'unknown': 0.1995849609375, 'none': 0.2064208984375}",other,False,314,"[0, 0, 0, 0]",0.2025146484375,0.220947265625,0.1995849609375,0.2064208984375,0.220947265625,0.2064208984375,0.0145263671875,Q1(smallest)
9590,000000009590.jpg,7,85,clock,"['clock', 'other', 'unknown', 'none']",thing,"{'gt': 0.2061767578125, 'other': 0.2208251953125, 'unknown': 0.203369140625, 'none': 0.200439453125}",other,False,615,"[0, 0, 0, 0]",0.2061767578125,0.2208251953125,0.203369140625,0.200439453125,0.2208251953125,0.2061767578125,0.0146484375,Q2
9590,000000009590.jpg,35,44,bottle,"['bottle', 'other', 'unknown', 'none']",thing,"{'gt': 0.19873046875, 'other': 0.2208251953125, 'unknown': 0.2032470703125, 'none': 0.1988525390625}",other,False,215,"[0, 0, 0, 0]",0.19873046875,0.2208251953125,0.2032470703125,0.1988525390625,0.2208251953125,0.2032470703125,0.017578125,Q1(smallest)
9590,000000009590.jpg,25,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.218994140625, 'other': 0.220703125, 'unknown': 0.202880859375, 'none': 0.1988525390625}",other,False,184,"[0, 0, 0, 0]",0.218994140625,0.220703125,0.202880859375,0.1988525390625,0.220703125,0.218994140625,0.001708984375,Q1(smallest)
9590,000000009590.jpg,33,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.218505859375, 'other': 0.220703125, 'unknown': 0.203125, 'none': 0.1990966796875}",other,False,95,"[0, 0, 0, 0]",0.218505859375,0.220703125,0.203125,0.1990966796875,0.220703125,0.218505859375,0.002197265625,Q1(smallest)
9590,000000009590.jpg,26,47,cup,"['cup', 'other', 'unknown', 'none']",thing,"{'gt': 0.217529296875, 'other': 0.220703125, 'unknown': 0.2032470703125, 'none': 0.1990966796875}",other,False,275,"[0, 0, 0, 0]",0.217529296875,0.220703125,0.2032470703125,0.1990966796875,0.220703125,0.217529296875,0.003173828125,Q1(smallest)
24021,000000024021.jpg,120,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1822509765625, 'other': 0.217529296875, 'unknown': 0.220703125, 'none': 0.2015380859375}",unknown,False,139,"[0, 0, 0, 0]",0.1822509765625,0.217529296875,0.220703125,0.2015380859375,0.220703125,0.217529296875,0.003173828125,Q1(smallest)
47585,000000047585.jpg,3,184,tree-merged,"['tree-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2056884765625, 'other': 0.220703125, 'unknown': 0.1961669921875, 'none': 0.2030029296875}",other,False,21006,"[0, 0, 0, 0]",0.2056884765625,0.220703125,0.1961669921875,0.2030029296875,0.220703125,0.2056884765625,0.0150146484375,Q4(largest)
24021,000000024021.jpg,83,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1829833984375, 'other': 0.2174072265625, 'unknown': 0.2205810546875, 'none': 0.2008056640625}",unknown,False,271,"[0, 0, 0, 0]",0.1829833984375,0.2174072265625,0.2205810546875,0.2008056640625,0.2205810546875,0.2174072265625,0.003173828125,Q1(smallest)
40083,000000040083.jpg,14,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.21337890625, 'other': 0.2205810546875, 'unknown': 0.2166748046875, 'none': 0.2103271484375}",other,False,562,"[0, 0, 0, 0]",0.21337890625,0.2205810546875,0.2166748046875,0.2103271484375,0.2205810546875,0.2166748046875,0.00390625,Q2
25181,000000025181.jpg,12,27,backpack,"['backpack', 'other', 'unknown', 'none']",thing,"{'gt': 0.20849609375, 'other': 0.2205810546875, 'unknown': 0.20068359375, 'none': 0.20556640625}",other,False,63,"[0, 0, 0, 0]",0.20849609375,0.2205810546875,0.20068359375,0.20556640625,0.2205810546875,0.20849609375,0.0120849609375,Q1(smallest)
25181,000000025181.jpg,9,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2017822265625, 'other': 0.2205810546875, 'unknown': 0.2003173828125, 'none': 0.2054443359375}",other,False,123,"[0, 0, 0, 0]",0.2017822265625,0.2205810546875,0.2003173828125,0.2054443359375,0.2205810546875,0.2054443359375,0.01513671875,Q1(smallest)
9590,000000009590.jpg,21,62,chair,"['chair', 'other', 'unknown', 'none']",thing,"{'gt': 0.2041015625, 'other': 0.2205810546875, 'unknown': 0.202880859375, 'none': 0.19873046875}",other,False,203,"[0, 0, 0, 0]",0.2041015625,0.2205810546875,0.202880859375,0.19873046875,0.2205810546875,0.2041015625,0.0164794921875,Q1(smallest)
39914,000000039914.jpg,2,197,building-other-merged,"['building-other-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2003173828125, 'other': 0.2203369140625, 'unknown': 0.2071533203125, 'none': 0.200927734375}",other,False,271,"[0, 0, 0, 0]",0.2003173828125,0.2203369140625,0.2071533203125,0.200927734375,0.2203369140625,0.2071533203125,0.01318359375,Q1(smallest)
8690,000000008690.jpg,2,128,house,"['house', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2003173828125, 'other': 0.2203369140625, 'unknown': 0.2052001953125, 'none': 0.2003173828125}",other,False,37,"[0, 0, 0, 0]",0.2003173828125,0.2203369140625,0.2052001953125,0.2003173828125,0.2203369140625,0.2052001953125,0.01513671875,Q1(smallest)
24021,000000024021.jpg,105,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1839599609375, 'other': 0.2174072265625, 'unknown': 0.22021484375, 'none': 0.200927734375}",unknown,False,282,"[0, 0, 0, 0]",0.1839599609375,0.2174072265625,0.22021484375,0.200927734375,0.22021484375,0.2174072265625,0.0028076171875,Q1(smallest)
24021,000000024021.jpg,72,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.18408203125, 'other': 0.217041015625, 'unknown': 0.22021484375, 'none': 0.1998291015625}",unknown,False,945,"[0, 0, 0, 0]",0.18408203125,0.217041015625,0.22021484375,0.1998291015625,0.22021484375,0.217041015625,0.003173828125,Q2
12748,000000012748.jpg,1,187,sky-other-merged,"['sky-other-merged', 'other', 'unknown', 'none']",stuff,"{'gt': 0.2132568359375, 'other': 0.22021484375, 'unknown': 0.204833984375, 'none': 0.2042236328125}",other,False,4376,"[0, 0, 0, 0]",0.2132568359375,0.22021484375,0.204833984375,0.2042236328125,0.22021484375,0.2132568359375,0.0069580078125,Q3
39914,000000039914.jpg,8,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2113037109375, 'other': 0.22021484375, 'unknown': 0.20751953125, 'none': 0.201171875}",other,False,106,"[0, 0, 0, 0]",0.2113037109375,0.22021484375,0.20751953125,0.201171875,0.22021484375,0.2113037109375,0.0089111328125,Q1(smallest)
24021,000000024021.jpg,150,32,tie,"['tie', 'other', 'unknown', 'none']",thing,"{'gt': 0.208251953125, 'other': 0.216796875, 'unknown': 0.2200927734375, 'none': 0.20068359375}",unknown,False,168,"[0, 0, 0, 0]",0.208251953125,0.216796875,0.2200927734375,0.20068359375,0.2200927734375,0.216796875,0.0032958984375,Q1(smallest)
7511,000000007511.jpg,10,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2117919921875, 'other': 0.2200927734375, 'unknown': 0.2137451171875, 'none': 0.2017822265625}",other,False,191,"[0, 0, 0, 0]",0.2117919921875,0.2200927734375,0.2137451171875,0.2017822265625,0.2200927734375,0.2137451171875,0.00634765625,Q1(smallest)
47740,000000047740.jpg,7,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2086181640625, 'other': 0.2200927734375, 'unknown': 0.2113037109375, 'none': 0.2088623046875}",other,False,675,"[0, 0, 0, 0]",0.2086181640625,0.2200927734375,0.2113037109375,0.2088623046875,0.2200927734375,0.2113037109375,0.0087890625,Q2
