image_id,file_name,segment_id,category_id,gt_name,candidate_labels,thing_or_stuff,scores,pred,hit,area,bbox,score_gt,score_other,score_unknown,score_none,top1_score,top2_score,margin,area_bin_q,pred_type,area_bin10
9590,000000009590.jpg,9,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2095947265625, 'other': 0.218994140625, 'unknown': 0.2001953125, 'none': 0.198974609375}",other,False,2912,"[0, 0, 0, 0]",0.2095947265625,0.218994140625,0.2001953125,0.198974609375,0.218994140625,0.2095947265625,0.0093994140625,Q3,other,"(2543.0, 5202.2]"
24021,000000024021.jpg,57,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.185302734375, 'other': 0.215576171875, 'unknown': 0.2188720703125, 'none': 0.19921875}",unknown,False,628,"[0, 0, 0, 0]",0.185302734375,0.215576171875,0.2188720703125,0.19921875,0.2188720703125,0.215576171875,0.0032958984375,Q2,unknown,"(333.6, 644.7]"
25593,000000025593.jpg,5,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.2177734375, 'other': 0.218017578125, 'unknown': 0.21875, 'none': 0.2132568359375}",unknown,False,491,"[0, 0, 0, 0]",0.2177734375,0.218017578125,0.21875,0.2132568359375,0.21875,0.218017578125,0.000732421875,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,22,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1846923828125, 'other': 0.2164306640625, 'unknown': 0.21875, 'none': 0.200927734375}",unknown,False,488,"[0, 0, 0, 0]",0.1846923828125,0.2164306640625,0.21875,0.200927734375,0.21875,0.2164306640625,0.0023193359375,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,101,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1885986328125, 'other': 0.21630859375, 'unknown': 0.21875, 'none': 0.201904296875}",unknown,False,628,"[0, 0, 0, 0]",0.1885986328125,0.21630859375,0.21875,0.201904296875,0.21875,0.21630859375,0.00244140625,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,40,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.185546875, 'other': 0.216064453125, 'unknown': 0.21875, 'none': 0.1998291015625}",unknown,False,542,"[0, 0, 0, 0]",0.185546875,0.216064453125,0.21875,0.1998291015625,0.21875,0.216064453125,0.002685546875,Q2,unknown,"(333.6, 644.7]"
24021,000000024021.jpg,53,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1885986328125, 'other': 0.2176513671875, 'unknown': 0.2186279296875, 'none': 0.204833984375}",unknown,False,405,"[0, 0, 0, 0]",0.1885986328125,0.2176513671875,0.2186279296875,0.204833984375,0.2186279296875,0.2176513671875,0.0009765625,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,21,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1851806640625, 'other': 0.216552734375, 'unknown': 0.2186279296875, 'none': 0.201171875}",unknown,False,415,"[0, 0, 0, 0]",0.1851806640625,0.216552734375,0.2186279296875,0.201171875,0.2186279296875,0.216552734375,0.0020751953125,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,66,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1878662109375, 'other': 0.2159423828125, 'unknown': 0.2186279296875, 'none': 0.201171875}",unknown,False,472,"[0, 0, 0, 0]",0.1878662109375,0.2159423828125,0.2186279296875,0.201171875,0.2186279296875,0.2159423828125,0.002685546875,Q1(smallest),unknown,"(333.6, 644.7]"
24021,000000024021.jpg,47,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.184814453125, 'other': 0.2158203125, 'unknown': 0.2186279296875, 'none': 0.2008056640625}",unknown,False,484,"[0, 0, 0, 0]",0.184814453125,0.2158203125,0.2186279296875,0.2008056640625,0.2186279296875,0.2158203125,0.0028076171875,Q2,unknown,"(333.6, 644.7]"
18380,000000018380.jpg,55,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.1949462890625, 'other': 0.2186279296875, 'unknown': 0.1947021484375, 'none': 0.194580078125}",other,False,3496,"[0, 0, 0, 0]",0.1949462890625,0.2186279296875,0.1947021484375,0.194580078125,0.2186279296875,0.1949462890625,0.023681640625,Q3,other,"(2543.0, 5202.2]"
24021,000000024021.jpg,29,1,person,"['person', 'other', 'unknown', 'none']",thing,"{'gt': 0.186279296875, 'other': 0.2164306640625, 'unknown': 0.218505859375, 'none': 0.2001953125}",unknown,False,471,"[0, 0, 0, 0]",0.186279296875,0.2164306640625,0.218505859375,0.2001953125,0.218505859375,0.2164306640625,0.0020751953125,Q1(smallest),unknown,"(333.6, 644.7]"
